id,filename,pages,readability,duplicate_of,review_status,document_type,project_fit,candidate_factors,decision,reason
49,20201228-华安证券-“学海拾珠”系列之二十四：知情交易的高频指标.pdf,23,text,,selected_source,research_report,factor_or_strategy_candidate,informed_trade_posterior_probability,keep,Used in the consolidated implementation or strategy recommendations.
50,20201231-开源证券-量化评论（13）：高频股东数据的隐含信息量.pdf,15,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
51,20210107-招商证券-“高频寻踪”系列之二：轻装上阵，高频数据因子的应用.pdf,45,text,,selected_source,research_report,factor_or_strategy_candidate,vwpin,keep,Used in the consolidated implementation or strategy recommendations.
52,20210128-长江证券-基础因子研究（十六）：高频因子（十），量价关系中的反转微观结构.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
53,20210322-长江证券-基础因子研究（十七）：高频因子（十一），高频数据的微观划分.pdf,21,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
54,20210428-海通证券-高频数据应用系列研究（一）：使用高频数据跟踪核心资产的公募基金持仓变化.pdf,19,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
55,20210527-中泰证券-追踪“聪明资金”系列一：大小盘如何择时？基金抱团高频跟踪数据给我们启示.pdf,20,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
56,20210606-长江证券-基础因子研究（十八）：高频因子（十二），日内与日间.pdf,21,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
57,20210608-国信证券-学术文献研究系列第5期：交易量时钟，对高频交易模式的洞察.pdf,16,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
58,20210610-国泰君安-学界纵横系列之八：天然气期货的高频交易模式是怎样的.pdf,14,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
59,20210714-海通证券-高频数据应用系列研究（二）：公募基金持仓占比预期在选股以及行业轮动中的应用.pdf,18,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
60,20210730-国泰君安-算法交易系列二：利用高频数据监测机构动向.pdf,13,text,,selected_source,research_report,factor_or_strategy_candidate,order_peak_count_sum_diff_ratio,keep,Used in the consolidated implementation or strategy recommendations.
61,20210823-中泰证券-追踪“聪明资金”系列二：如何高频探测基金行业配置动向？.pdf,26,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
62,20210924-开源证券-开源量化评论（36）：独家量价因子的高频测试.pdf,10,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
63,20211011-海通证券-高频数据应用系列研究（三）：高频调仓对多因子模型的收益增强.pdf,20,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
64,20211015-东兴证券-另辟蹊径系列之一：基于高频快照数据的行为追踪因子.pdf,27,text,,selected_source,research_report,factor_or_strategy_candidate,price_band_trade_count_share;price_band_volume_share;price_band_mean_trade_size,keep,Used in the consolidated implementation or strategy recommendations.
65,20211228-海通证券-选股因子系列研究（七十六）：基于深度学习的高频因子挖掘.pdf,18,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
66,20220104-兴业证券-高频漫谈.pdf,17,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
67,20220118-海通证券-金融工程专题报告：高频因子还是行业暴露，多因子指数增强策略的突围选择.pdf,24,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
68,20220123-兴业证券-高频研究系列二：收益率分布因子构建.pdf,19,text,,selected_source,research_report,factor_or_strategy_candidate,return_noise_distribution_deviation,keep,Used in the consolidated implementation or strategy recommendations.
69,20220309-东兴证券-海外文献速览系列之十六：高频数据下基于文本挖掘和深度学习的股票波动性预测.pdf,22,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
70,20220407-海通证券-选股因子系列研究（七十七）：改进深度学习高频因子的9个尝试.pdf,20,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
71,20220419-海通证券-从2021年四季度量化私募的回撤说开去：高频赛道拥挤了吗？.pdf,23,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
72,20220422-国泰君安-学界纵横系列之三十八：基于波动率分解的高频波动率预测模型.pdf,13,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
73,20220428-信达证券-因子选股系列之一：基于分钟线的高频选股因子.pdf,37,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
74,20220502-中泰证券-追踪“聪明资金”系列：揭开公募持仓“面纱”，细化模型尝试对股票仓位进行高频跟踪.pdf,26,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
75,20220504-兴业证券-高频研究系列三：收益率分布中的Alpha（2）.pdf,25,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
76,20220531-海通证券-选股因子系列研究（七十九）：用注意力机制优化深度学习高频因子.pdf,20,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
77,20220612-开源证券-市场微观结构研究系列（15）：高频因子，分钟单笔金额序列中的主力行为刻画.pdf,25,text,,selected_source,research_report,factor_or_strategy_candidate,trade_notional_quantile_position_20d;trade_notional_q90_q10_ratio_20d,keep,Used in the consolidated implementation or strategy recommendations.
78,20220719-国联证券-基于Level2数据：股票多因子系列1_机构主动资金流.pdf,28,text,,selected_source,research_report,factor_or_strategy_candidate,institutional_active_flow_absr_63d_126d_252d,keep,Used in the consolidated implementation or strategy recommendations.
79,20220728-国泰君安-数量化专题报告：高频量价策略不等于躺着赚钱.pdf,17,text,,selected_strategy_source,research_report,strategy_candidate,,strategy_only,"Useful at model, portfolio, execution, or risk layer rather than as an atomic factor."
80,20220909-中银国际-中银量化专题研究：如何高频预测模拟Wind主动股基（885000.WI）指数？.pdf,17,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
81,20221109-兴业证券-高频研究系列五：市场微观结构剖析.pdf,28,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
82,20221118-国金证券-金融工程专题报告：Alpha掘金系列之二，基于高频快照数据的量价背离选股因子.pdf,17,text,,selected_source,research_report,factor_or_strategy_candidate,corr_pv;corr_rv;corr_pm;price_volume_divergence_composite,keep,Used in the consolidated implementation or strategy recommendations.
83,20221218-开源证券-市场微观结构研究系列（18）：大小单资金流alpha探究2.0，变量精筛与高频测算.pdf,18,text,,selected_source,research_report,factor_or_strategy_candidate,large_order_flow_residual;retail_flow_herding,keep,Used in the consolidated implementation or strategy recommendations.
84,20221221-海通证券-高频策略交易成本的分析和预测.pdf,19,text,,selected_source,research_report,factor_or_strategy_candidate,trade_cost_retention_ratio;liquidity_cost_features,keep,Used in the consolidated implementation or strategy recommendations.
85,2024年金融干货包_compressed.pdf,57,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
86,"A complete guide to the futures market_ technical analysis and trading systems, fundamental analysis, options, spreads, and trading principles-J.pdf",956,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
87,A Linear Algebra Primer for Financial Engineering.pdf,341,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
88,Active Portfolio Management_ A Quantitative Approach for Producing Superior Returns and Controlling Risk-McGraw-Hill (1999).pdf,621,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
89,"Advanced Stochastic Models, Risk Assessment, and Portfolio Optimization_ The Ideal Risk, Uncertainty, and Performa.pdf",403,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
90,Advances in Active Portfolio Management_ New Developments in Quantitative Investing-McGraw-Hill Education (2020).pdf,666,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
91,AI for Finance.pdf,126,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
92,Algorithmic and High-Frequency Trading-Cambridge University Press (2015).pdf,360,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
93,"Algorithmic Trading Methods_ Applications Using Advanced Statistics, Optimization, and Machine Learning Techniques-Academic Press (2020).pdf",614,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
94,Algorithmic Trading_ Winning Strategies and Their Rationale-Wiley (2013).pdf,225,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
95,algorithmic-and-high-frequency-trading-pdf-free.pdf,360,text,Algorithmic and High-Frequency Trading-Cambridge University Press (2015).pdf,duplicate_inherited,exact_duplicate,inherit_original,,skip_duplicate,Exact duplicate of Algorithmic and High-Frequency Trading-Cambridge University Press (2015).pdf
96,An Introduction to the Mathematics of Financial Derivatives-Academic Press (2014).pdf,434,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
97,Applications of computational intelligence in data-driven trading-Wiley (2020).pdf,302,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
98,Artificial Intelligence in Finance_ A Python-Based Guide.pdf,477,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
99,"Artificial Intelligence, Learning and Computation in Economics and Finance.pdf",331,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
100,Attilio Meucci - Risk and Asset Allocation-Springer (2009).pdf,546,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
101,BetaPlus_Behavioral_Finance.pdf,21,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
102,BetaPlus_Profitability_Factor.pdf,24,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
103,BetaPlus_Time_Series_Analysis.pdf,36,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
104,BetaPlus_Trend_Following.pdf,32,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
105,Dan Stefanica - A Primer for the Mathematics of Financial Engineering-FE Press (2008).pdf,0,empty_pdf,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
106,Darrell Duffie - Dynamic asset pricing theory-Princeton University Press (2001).pdf,324,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
107,Deep Learning for Finance.pdf,232,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
108,Developing High Frequency Trading Systems.pdf,321,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
109,Empirical Asset Pricing via Machine Learning.pdf,51,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
110,Empirical Dynamic Asset Pricing_ Model Specification and Econometric Assessment (2006).pdf,497,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
111,fifty_challenging_problems_in__2(1).pdf,96,image_only,,skipped_unreadable_per_user,scan_or_broken_pdf,not_verified,,skip_ocr,OCR not started or stopped per user instruction; title retained for coverage.
112,Financial Machine Learning.pdf,159,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
113,Financial Signal Processing and Machine Learning.pdf,440,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
114,Financial Technology_ Case Studies in Fintech Innovation-Kogan Page (2020).pdf,273,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
115,Financial Theory with Python.pdf,204,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
116,Finding Alphas.pdf,272,text,,screened_text,research_report,overlap_or_lower_priority,,not_selected,"Text evidence packet screened; overlaps a selected family/current registry, is model-level, or needs unavailable data."
117,Hands-On Artificial Intelligence for Banking.pdf,232,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
118,Hands-On Cybersecurity for Finance.pdf,300,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
119,Hands-On Financial Trading with Python.pdf,360,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
120,Hands-On Machine Learning for Algorithmic Trading.pdf,503,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
121,High-frequency trading_ a practical guide to algorithmic strategies and trading systems-Wiley (2013).pdf,322,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
122,Learning Quantitative Finance with R.pdf,320,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
123,llmquant-map.png,,not_pdf,,catalogued_non_report,supporting_asset,none,,skip_non_report,Directory asset is not a PDF research report.
124,Machine Learning for Algorithmic Trading.pdf,821,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
125,Machine Learning for Asset Managers-Cambridge University Press (2020).pdf,152,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
126,Machine Learning for Finance.pdf,456,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
127,Machine Learning for Financial Risk Management with Python.pdf,334,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
128,Machine Learning in Asset Pricing-Princeton Univ Pr (2021).pdf,157,text,,screened_reference,book_paper_or_reference,no_direct_increment,,not_selected,"Title, contents, and formula-heavy pages screened; no incremental project factor selected."
